Offset(P)            #Ptr   #Hnd Access Name
0x0000000001a933e8      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\CSCG\Application Data\Microsoft\Protect\S-1-5-21-343818398-789336058-1343024091-1004\d76d6c31-40fa-4078-8672-dfc8610eae57
0x0000000001a935e0      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\stdole2.tlb
0x0000000001a93838      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\certcli.dll
0x0000000001a939a0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\xpob2res.dll
0x0000000001a93d30      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001a93dc8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\ime\SPTIP.dll
0x0000000001a944f8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\credui.dll
0x0000000001a94750      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netshell.dll
0x0000000001a94970      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\oleacc.dll
0x0000000001a94cd0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ntshrui.dll
0x0000000001a94ea0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x0000000001a95308      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.GdiPlus_6595b64144ccf1df_1.0.2600.2180_x-ww_522f9f82\GdiPlus.dll
0x0000000001a954d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wsock32.dll
0x0000000001a95830      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001a958c8      1      1 R--r-- \Device\HarddiskVolume1\Program Files\Messenger\msmsgs.exe
0x0000000001a95e98      1      1 R--rw- \Device\HarddiskVolume1\Documents and Settings\CSCG
0x0000000001a960f0      1      0 R--rwd \Device\HarddiskVolume1\Program Files\TrueCrypt\TrueCrypt.exe
0x0000000001a96350      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ctfmon.exe
0x0000000001a96570      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x0000000001a96768      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wkssvc.dll
0x0000000001a969c8      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\All Users\Documents\My Pictures\Desktop.ini
0x0000000001a96bc0      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\All Users\Application Data\Microsoft\User Account Pictures\CSCG.bmp
0x0000000001a96ef8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001a96f90      3      1 R--rwd \Device\HarddiskVolume1\Documents and Settings\CSCG\Start Menu
0x0000000001a972c0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001a97358      1      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
0x0000000001a97688      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001a97720      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Accessories\System Tools\desktop.ini
0x0000000001a97918      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Accessories\Entertainment\desktop.ini
0x0000000001a97b10      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Accessories\Communications\desktop.ini
0x0000000001a97e40      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001a97ed8      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Accessories\Accessibility\desktop.ini
0x0000000001a98028      2      1 ------ \Device\NamedPipe\lsass
0x0000000001a98280      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001a98318      3      1 R--rwd \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu
0x0000000001a98510      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Startup\desktop.ini
0x0000000001a98708      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Administrative Tools\desktop.ini
0x0000000001a98a38      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001a98ad0      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\desktop.ini
0x0000000001a98cc8      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\CSCG\Start Menu\Programs\Accessories\Entertainment\desktop.ini
0x0000000001a98ec0      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\CSCG\Start Menu\Programs\Accessories\Accessibility\desktop.ini
0x0000000001a99390      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\CSCG\Start Menu\Programs\Startup\desktop.ini
0x0000000001a99588      1      1 ------ \Device\NamedPipe\srvsvc
0x0000000001a99780      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\CSCG\Start Menu\Programs\Accessories\desktop.ini
0x0000000001a99978      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\imm32.dll
0x0000000001a99ba8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\MSCTF.dll
0x0000000001a99e00      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ersvc.dll
0x0000000001a99f28      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msutb.dll
0x0000000001a9c458      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\actxprxy.dll
0x0000000001a9c708      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\framdit.ttf
0x0000000001a9c940      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\themeui.dll
0x0000000001a9ca70      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\AppPatch\AcGenral.dll
0x0000000001a9cb08      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\shimeng.dll
0x0000000001a9cc70      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\desk.cpl
0x0000000001a9cec0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x0000000001a9d0d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\browseui.dll
0x0000000001a9d610      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\CSCG\Application Data\desktop.ini
0x0000000001a9d778      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\userinit.exe
0x0000000001a9d9b0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\audiosrv.dll
0x0000000001a9dc00      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msidle.dll
0x0000000001a9de10      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\spoolsv.exe
0x0000000001a9e028      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Windows Media Player
0x0000000001a9e138      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\msagent\intl
0x0000000001a9e1d0      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\msagent
0x0000000001a9e2f8      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system
0x0000000001a9e420      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\inf
0x0000000001a9e578      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Internet Explorer
0x0000000001a9e678      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\System\Ole DB
0x0000000001a9e9a0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001a9ea38      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\System\msadc
0x0000000001a9eb88      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\cscui.dll
0x0000000001a9ee90      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001a9ef28      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Web\Wallpaper\Bliss.bmp
0x0000000001a9f638      3      1 R--rwd \Device\HarddiskVolume1\WINDOWS\Tasks
0x0000000001a9f830      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\schedsvc.dll
0x0000000001a9fb50      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\dpcdll.dll
0x0000000001a9fe08      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\powrprof.dll
0x0000000001aa0028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Registration\R000000000007.clb
0x0000000001aa0368      1      0 RW-rwd \Device\HarddiskVolume1\Documents and Settings\CSCG\Local Settings\desktop.ini
0x0000000001aa0568      4      1 RW---- \Device\HarddiskVolume1\Documents and Settings\CSCG\Local Settings\Application Data\Microsoft\Windows\UsrClass.dat
0x0000000001aa0738      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\arialbi.ttf
0x0000000001aa0998      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\arial.ttf
0x0000000001aa0ad0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\basesrv.dll
0x0000000001aa0c38      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\shgina.dll
0x0000000001aa0f90      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001aa1028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\oleaccrc.dll
0x0000000001aa12a0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\comres.dll
0x0000000001aa14c0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\clbcatq.dll
0x0000000001aa1648      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\profmap.dll
0x0000000001aa17b0      1      1 ------ \Device\KSENUM#00000001\{9B365890-165F-11D0-A195-0020AFD156E4}
0x0000000001aa19a8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winspool.drv
0x0000000001aa1c00      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wlnotify.dll
0x0000000001aa1e38      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\cscdll.dll
0x0000000001aa2210      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\raschap.dll
0x0000000001aa2470      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\oleacc.dll
0x0000000001aa26a0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msimg32.dll
0x0000000001aa28b0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\duser.dll
0x0000000001aa2c40      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\riched20.dll
0x0000000001aa2e60      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\tapi32.dll
0x0000000001aa3028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\logonui.exe.manifest
0x0000000001aa30f8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rasman.dll
0x0000000001aa3320      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rasapi32.dll
0x0000000001aa3550      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\adsldpc.dll
0x0000000001aa3770      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\activeds.dll
0x0000000001aa3998      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mprapi.dll
0x0000000001aa3bc0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rastls.dll
0x0000000001aa3e28      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\micross.ttf
0x0000000001aa4028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wmi.dll
0x0000000001aa4290      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\logonui.exe
0x0000000001aa4848      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\Microsoft\Protect\S-1-5-18\User\7ab7cf80-8937-4dc8-8e4c-92f1025cb9cb
0x0000000001aa4a40      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\atl.dll
0x0000000001aa4c80      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\esent.dll
0x0000000001aa8250      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rtutils.dll
0x0000000001aa8478      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wzcsvc.dll
0x0000000001aa8598      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\psbase.dll
0x0000000001aa8630      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\pstorsvc.dll
0x0000000001aa8870      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\lmhsvc.dll
0x0000000001aa8a88      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x0000000001aa8c58      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\dnsrslvr.dll
0x0000000001aa8e98      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\wpa.dbl
0x0000000001aa9090      1      0 RW-rwd \Device\HarddiskVolume1\Documents and Settings\LocalService\Local Settings\desktop.ini
0x0000000001aa9290      4      1 RW---- \Device\HarddiskVolume1\Documents and Settings\LocalService\Local Settings\Application Data\Microsoft\Windows\UsrClass.dat
0x0000000001aa94d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\midimap.dll
0x0000000001aa9640      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\dhcpcsvc.dll
0x0000000001aa9b00      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rasadhlp.dll
0x0000000001aa9d10      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winrnr.dll
0x0000000001aaa028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netevent.dll
0x0000000001aaa1a0      1      1 ------ \Device\NamedPipe\net\NtControlPipe4
0x0000000001aaa398      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001aaa598      4      1 RW---- \Device\HarddiskVolume1\Documents and Settings\NetworkService\Local Settings\Application Data\Microsoft\Windows\UsrClass.dat
0x0000000001aaa6b0      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\CSCG\Desktop\CSCG\CSCG_Delphi.exe
0x0000000001aaa7e0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\browselc.dll
0x0000000001aaa948      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\config\SysEvent.Evt
0x0000000001aaab18      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\config\SecEvent.Evt
0x0000000001aaae88      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\config\AppEvent.Evt
0x0000000001aab258      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\eventlog.dll
0x0000000001aab360      1      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
0x0000000001aab4c0      2      1 RW-r-- \Device\HarddiskVolume1\WINDOWS\system32\config\SecEvent.Evt
0x0000000001aab6e8      2      1 RW-r-- \Device\HarddiskVolume1\WINDOWS\system32\config\AppEvent.Evt
0x0000000001aab920      4      1 RW---- \Device\HarddiskVolume1\Documents and Settings\NetworkService\NTUSER.DAT
0x0000000001aabb28      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ntkrnlpa.exe
0x0000000001aabd28      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ntoskrnl.exe
0x0000000001aabf28      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wshtcpip.dll
0x0000000001aac100      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\hnetcfg.dll
0x0000000001aac320      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\raschap.dll
0x0000000001aac488      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mswsock.dll
0x0000000001aac740      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\xpsp2res.dll
0x0000000001aac910      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\drivers\VBoxGuest.sys
0x0000000001aacb10      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\VBoxMRXNP.dll
0x0000000001aad028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ntmarta.dll
0x0000000001aad120      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rpcss.dll
0x0000000001aad248      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\dnsapi.dll
0x0000000001aad488      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\VBoxTray.exe
0x0000000001aadaa0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\VBoxHook.dll
0x0000000001aadc70      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\VBoxControl.exe
0x0000000001aade70      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\svchost.exe
0x0000000001aae438      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\VBoxService.exe
0x0000000001aae9d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\scecli.dll
0x0000000001aaebf0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wtsapi32.dll
0x0000000001aaedc0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winscard.dll
0x0000000001aaef90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rsaenh.dll
0x0000000001aaf028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msprivs.dll
0x0000000001aaf270      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wdigest.dll
0x0000000001aaf440      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\w32time.dll
0x0000000001aaf610      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netlogon.dll
0x0000000001aaf830      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\iphlpapi.dll
0x0000000001aafa90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msv1_0.dll
0x0000000001aafe58      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\kerberos.dll
0x0000000001ab01f0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\WindowsLogon.manifest
0x0000000001ab0520      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001ab05b8      2      1 ------ \Device\NamedPipe\protected_storage
0x0000000001ab07b0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\schannel.dll
0x0000000001ab0a90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ntdsapi.dll
0x0000000001ab0c60      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\samlib.dll
0x0000000001ab0e98      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\dnsapi.dll
0x0000000001ab1028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winmm.dll
0x0000000001ab10e8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\cryptdll.dll
0x0000000001ab1320      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\samsrv.dll
0x0000000001ab15f8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\lsasrv.dll
0x0000000001ab1710      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\cfgmgr32.dll
0x0000000001ab17a8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wiaservc.dll
0x0000000001ab1938      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mfc42u.dll
0x0000000001ab1aa0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\uxtheme.dll
0x0000000001ab1bb0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\uxtheme.dll
0x0000000001ab1df0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msacm32.dll
0x0000000001ab21c8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\AppPatch\AcGenral.dll
0x0000000001ab24b0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\shimeng.dll
0x0000000001ab2680      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msvcp60.dll
0x0000000001ab2850      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ncobjapi.dll
0x0000000001ab2a88      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\umpnpmgr.dll
0x0000000001ab2ce8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\scesrv.dll
0x0000000001ab2eb8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\lsass.exe
0x0000000001ab31d8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x0000000001ab33d0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x0000000001ab37c0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x0000000001ab3af0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001ab3e90      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001ab3f28      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x0000000001ab4028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\shsvcs.dll
0x0000000001ab41f8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001ab4488      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x0000000001ab4680      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\services.exe
0x0000000001ab47f0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\VBoxDisp.dll
0x0000000001ab4958      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\AppPatch\sysmain.sdb
0x0000000001ab4cb0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\sfc_os.dll
0x0000000001ab4e80      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\sfc.dll
0x0000000001ab51e8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\psapi.dll
0x0000000001ab5350      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\odbcint.dll
0x0000000001ab5560      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\WindowsShell.Manifest
0x0000000001ab5758      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9\comctl32.dll
0x0000000001ab5e68      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001ab5f00      1      1 ------ \Device\NamedPipe\InitShutdown
0x0000000001ab6028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\tahoma.ttf
0x0000000001ab62a0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001ab6338      2      1 ------ \Device\NamedPipe\InitShutdown
0x0000000001ab6530      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\sxs.dll
0x0000000001ab68e0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\odbc32.dll
0x0000000001ab6ab0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msgina.dll
0x0000000001ab6e78      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\marlett.ttf
0x0000000001ab7210      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\tahomabd.ttf
0x0000000001ab7478      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\trebucbd.ttf
0x0000000001ab7648      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\serife.fon
0x0000000001ab7868      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\sserife.fon
0x0000000001ab7a88      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\coure.fon
0x0000000001ab7c90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\wst_swed.fon
0x0000000001ab7e90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\wst_span.fon
0x0000000001ab80b8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\wst_ital.fon
0x0000000001ab82b8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\wst_germ.fon
0x0000000001ab84b8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\wst_fren.fon
0x0000000001ab86b8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\wst_engl.fon
0x0000000001ab88b8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\wst_czec.fon
0x0000000001ab8ab8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\symbole.fon
0x0000000001ab8cd8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\smalle.fon
0x0000000001ab8ef8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\modern.fon
0x0000000001ab9028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\comctl32.dll
0x0000000001ab9178      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\script.fon
0x0000000001ab9380      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\roman.fon
0x0000000001ab9788      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\kbdgr.dll
0x0000000001ab9998      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\sortkey.nls
0x0000000001ab9ba0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ctype.nls
0x0000000001ab9d70      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ws2help.dll
0x0000000001ab9f90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ws2_32.dll
0x0000000001aba198      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winsta.dll
0x0000000001aba3d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\setupapi.dll
0x0000000001aba6d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\secur32.dll
0x0000000001aba8a0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\regapi.dll
0x0000000001abaad8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\psapi.dll
0x0000000001abaca8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\profmap.dll
0x0000000001abaec0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\nddeapi.dll
0x0000000001abb028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\dosapp.fon
0x0000000001abb120      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\authz.dll
0x0000000001abb358      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winlogon.exe
0x0000000001abb888      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\cga40woa.fon
0x0000000001abba80      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\cga80woa.fon
0x0000000001abbc78      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\ega40woa.fon
